lr,dropout,batch_train,rnn_size,rnn_layers,bidirectional,score
0.0029154988553294933,0.23200734972673162,64,128,2,False,0.06674471544715446
0.00010150839689304826,0.2111349060602057,64,128,1,False,0.16422123851796383
0.009575427558949546,0.2952551144763944,64,128,2,False,0.028442437923250564
5.733273061138842e-05,0.5518979224482002,64,128,2,False,0.18670479492874978
0.00031786672342964636,0.7645025650726447,64,128,2,False,0.09426950430697505
0.000991569222215064,0.6014895295442059,64,128,1,False,0.05512728505073461
0.00012971503765992357,0.6752880076947108,64,128,2,False,0.17646838617073032
0.0003838895056248152,0.2620295095052104,64,128,1,False,0.15813595054207796
0.006870024546902531,0.31825597740599065,64,128,1,False,0.03016759776536313
0.00018474848378428985,0.5496479144491055,64,128,2,False,0.19164179139422008
0.0018199249110888013,0.7595641609669528,64,128,2,False,0.02882882882882883
0.00022188158190539602,0.691604768527465,64,128,2,False,0.0784561403508772
0.0028448408665351244,0.5832884486248651,64,128,2,False,0.03054626532887402
0.0004963866334874935,0.7615634147617116,64,128,2,False,0.06190476190476191
0.0008057630528400251,0.483538487003912,64,128,2,False,0.07211221122112213
0.0007888219223016913,0.5492041710365432,64,128,1,False,0.031298557158712534
